System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:14:29:858, 8824234969484,    5.353,   49.000, 2700,  15.287,  80.533,  22.370,  13.633,  72.038,  20.011, 67,  0,   0.563,   3.184,   0.885,   0.000,   0.039,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:29:967, 8824452857401,    5.462,   50.000, 2700,  14.683,  82.139,  22.816,  13.135,  73.475,  20.410, 66,  0,   0.619,   3.252,   0.903,   0.024,   0.041,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:30:076, 8824670717216,    5.571,   50.000, 2700,  14.738,  83.751,  23.264,  13.087,  74.906,  20.807, 66,  0,   0.568,   3.314,   0.921,   0.000,   0.041,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:30:186, 8824888673194,    5.681,   40.000, 2700,  14.601,  85.348,  23.708,  13.092,  76.338,  21.205, 66,  0,   0.559,   3.375,   0.938,   0.000,   0.041,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:30:452, 8825418537872,    5.947,   73.000, 2800,  15.130,  89.373,  24.826,  13.567,  79.947,  22.208, 67,  0,   0.585,   3.531,   0.981,   0.000,   0.041,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:30:561, 8825636407297,    6.056,   50.000, 2700,  15.160,  91.031,  25.286,  13.594,  81.434,  22.621, 68,  0,   0.623,   3.599,   1.000,   0.022,   0.044,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:30:671, 8825854333265,    6.166,   50.000, 2700,  14.729,  92.642,  25.734,  13.081,  82.865,  23.018, 66,  0,   0.561,   3.661,   1.017,   0.000,   0.044,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:30:780, 8826072178717,    6.275,   50.000, 2700,  14.597,  94.239,  26.177,  13.092,  84.297,  23.416, 66,  0,   0.554,   3.721,   1.034,   0.000,   0.044,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:30:889, 8826290011279,    6.384,   50.000, 2700,  14.780,  95.855,  26.626,  13.129,  85.732,  23.815, 66,  0,   0.563,   3.783,   1.051,   0.000,   0.044,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:30:999, 8826507962915,    6.494,   50.000, 2800,  15.084,  97.505,  27.085,  13.570,  87.217,  24.227, 68,  0,   0.570,   3.845,   1.068,   0.000,   0.044,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:31:108, 8826725771254,    6.603,   42.000, 2800,  15.370,  99.186,  27.552,  13.812,  88.727,  24.646, 69,  0,   0.623,   3.913,   1.087,   0.021,   0.046,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:31:405, 8827317154458,    6.900,   69.000, 2700,  14.699, 103.550,  28.764,  13.095,  92.615,  25.726, 66,  0,   0.559,   4.079,   1.133,   0.000,   0.046,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:31:514, 8827535023908,    7.009,   50.000, 2800,  15.730, 105.270,  29.242,  14.085,  94.156,  26.154, 68,  0,   0.570,   4.141,   1.150,   0.000,   0.046,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:31:624, 8827753709224,    7.119,   50.000, 2700,  14.922, 106.908,  29.697,  13.418,  95.629,  26.563, 66,  0,   0.630,   4.211,   1.170,   0.026,   0.049,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:31:734, 8827971555002,    7.229,   49.000, 2700,  14.693, 108.515,  30.143,  13.042,  97.055,  26.960, 66,  0,   0.561,   4.272,   1.187,   0.000,   0.049,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:31:843, 8828189452396,    7.338,   50.000, 2700,  14.581, 110.110,  30.586,  13.076,  98.485,  27.357, 66,  0,   0.560,   4.333,   1.204,   0.000,   0.049,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:31:952, 8828407334413,    7.447,   49.000, 2800,  15.017, 111.753,  31.042,  13.509,  99.963,  27.767, 66,  0,   0.563,   4.395,   1.221,   0.000,   0.049,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:32:062, 8828625182785,    7.557,   50.000, 2800,  15.547, 113.453,  31.515,  13.888, 101.482,  28.189, 67,  0,   0.597,   4.460,   1.239,   0.000,   0.049,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:32:171, 8828843083453,    7.666,   50.000, 2700,  14.898, 115.083,  31.967,  13.351, 102.942,  28.595, 67,  0,   0.605,   4.526,   1.257,   0.024,   0.051,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:32:281, 8829061744449,    7.776,   50.000, 2700,  14.698, 116.696,  32.416,  13.089, 104.379,  28.994, 66,  0,   0.581,   4.590,   1.275,   0.000,   0.051,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:32:390, 8829279612441,    7.885,   47.000, 2700,  14.595, 118.292,  32.859,  13.005, 105.801,  29.389, 67,  0,   0.765,   4.674,   1.298,   0.000,   0.051,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:32:500, 8829497512907,    7.995,   37.000, 2800,  12.704, 119.682,  33.245,  11.030, 107.008,  29.724, 67,  0,   0.560,   4.735,   1.315,   0.000,   0.051,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:32:609, 8829715435732,    8.104,   37.000, 2900,  13.229, 121.129,  33.647,  11.672, 108.285,  30.079, 68,  0,   0.588,   4.799,   1.333,   0.000,   0.051,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:32:718, 8829933323809,    8.213,   38.000, 3000,  13.701, 122.628,  34.063,  12.137, 109.612,  30.448, 69,  0,   0.622,   4.867,   1.352,   0.023,   0.054,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:32:828, 8830151911751,    8.323,   50.000, 2900,  17.854, 124.587,  34.608,  16.258, 111.396,  30.943, 69,  0,   0.620,   4.935,   1.371,   0.000,   0.054,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:32:937, 8830369757235,    8.432,   50.000, 2800,  16.650, 126.408,  35.113,  14.986, 113.035,  31.399, 69,  0,   0.551,   4.996,   1.388,   0.000,   0.054,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:33:047, 8830587637019,    8.542,   51.000, 2800,  16.321, 128.193,  35.609,  14.803, 114.654,  31.848, 68,  0,   0.584,   5.060,   1.405,   0.000,   0.054,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:33:156, 8830805573030,    8.651,   50.000, 2700,  15.003, 129.834,  36.065,  13.486, 116.130,  32.258, 67,  0,   0.556,   5.120,   1.422,   0.000,   0.054,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:33:266, 8831023407807,    8.761,   51.000, 2700,  15.323, 131.510,  36.531,  13.640, 117.622,  32.673, 67,  0,   0.599,   5.186,   1.440,   0.021,   0.056,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:33:375, 8831241265339,    8.870,   50.000, 2700,  15.033, 133.154,  36.987,  13.502, 119.098,  33.083, 67,  0,   0.587,   5.250,   1.458,   0.000,   0.056,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:33:484, 8831459157718,    8.979,   49.000, 2700,  15.193, 134.816,  37.449,  13.560, 120.581,  33.495, 67,  0,   0.551,   5.310,   1.475,   0.000,   0.056,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:33:594, 8831677012667,    9.089,   50.000, 2700,  14.885, 136.444,  37.901,  13.375, 122.044,  33.901, 67,  0,   0.555,   5.371,   1.492,   0.000,   0.056,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:33:703, 8831894899920,    9.198,   50.000, 2700,  14.436, 138.023,  38.340,  12.907, 123.456,  34.293, 66,  0,   0.573,   5.434,   1.509,   0.000,   0.056,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:33:812, 8832112814902,    9.307,   52.000, 2700,  15.411, 139.709,  38.808,  13.715, 124.956,  34.710, 67,  0,   0.664,   5.506,   1.530,   0.022,   0.059,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:33:922, 8832330659517,    9.417,   50.000, 2700,  14.437, 141.288,  39.247,  12.909, 126.368,  35.102, 67,  0,   0.574,   5.569,   1.547,   0.000,   0.059,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:34:032, 8832549328216,    9.527,   37.000, 2700,  15.013, 142.936,  39.704,  13.425, 127.842,  35.512, 67,  0,   0.574,   5.632,   1.564,   0.000,   0.059,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:34:297, 8833078465207,    9.792,   80.000, 2700,  14.840, 146.878,  40.799,  13.309, 131.377,  36.494, 67,  0,   0.556,   5.780,   1.605,   0.000,   0.059,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:34:407, 8833296318641,    9.902,   50.000, 2700,  15.217, 148.542,  41.262,  13.519, 132.855,  36.904, 67,  0,   0.619,   5.847,   1.624,   0.025,   0.061,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:34:516, 8833514183347,   10.011,   50.000, 2700,  14.930, 150.175,  41.715,  13.425, 134.324,  37.312, 67,  0,   0.553,   5.908,   1.641,   0.000,   0.061,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:34:625, 8833732094553,   10.120,   50.000, 2700,  15.153, 151.832,  42.176,  13.497, 135.800,  37.722, 67,  0,   0.576,   5.971,   1.659,   0.000,   0.061,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:34:969, 8834416825091,   10.464,   51.000, 2700,  14.845, 156.935,  43.593,  13.293, 140.369,  38.991, 67,  0,   0.587,   6.173,   1.715,   0.008,   0.064,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:35:078, 8834634715498,   10.573,   49.000, 2700,  14.649, 158.537,  44.038,  13.007, 141.792,  39.387, 67,  0,   0.555,   6.233,   1.731,   0.000,   0.064,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:35:188, 8834852560934,   10.683,   49.000, 2700,  14.808, 160.157,  44.488,  13.296, 143.246,  39.791, 67,  0,   0.555,   6.294,   1.748,   0.000,   0.064,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:35:297, 8835070449066,   10.792,   50.000, 2700,  15.055, 161.804,  44.945,  13.461, 144.719,  40.200, 67,  0,   0.550,   6.354,   1.765,   0.000,   0.064,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:35:407, 8835288306979,   10.902,   50.000, 2700,  15.097, 163.455,  45.404,  13.444, 146.189,  40.608, 67,  0,   0.551,   6.414,   1.782,   0.000,   0.064,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:35:516, 8835506199690,   11.011,   50.000, 2700,  14.842, 165.078,  45.855,  13.282, 147.642,  41.012, 67,  0,   0.605,   6.481,   1.800,   0.022,   0.067,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:35:625, 8835724071206,   11.120,   50.000, 2700,  14.719, 166.688,  46.302,  13.058, 149.070,  41.408, 66,  0,   0.632,   6.550,   1.819,   0.000,   0.067,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:35:735, 8835942010572,   11.230,   50.000, 2700,  14.630, 168.289,  46.747,  13.115, 150.505,  41.807, 66,  0,   0.560,   6.611,   1.836,   0.000,   0.067,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:35:844, 8836160606299,   11.339,   50.000, 2700,  14.749, 169.907,  47.196,  13.157, 151.949,  42.208, 66,  0,   0.568,   6.673,   1.854,   0.000,   0.067,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:35:954, 8836378494237,   11.449,   49.000, 2700,  14.657, 171.510,  47.642,  13.139, 153.386,  42.607, 66,  0,   0.575,   6.736,   1.871,   0.000,   0.067,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:36:063, 8836596422968,   11.558,   50.000, 2800,  15.387, 173.194,  48.109,  13.836, 154.900,  43.028, 68,  0,   0.620,   6.804,   1.890,   0.025,   0.069,   0.019,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:36:173, 8836814230236,   11.668,   50.000, 2700,  15.401, 174.878,  48.577,  13.743, 156.402,  43.445, 67,  0,   0.569,   6.866,   1.907,   0.000,   0.069,   0.019,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:36:282, 8837032911237,   11.777,   50.000, 2700,  14.393, 176.458,  49.016,  12.780, 157.805,  43.835, 67,  0,   0.571,   6.929,   1.925,   0.000,   0.069,   0.019,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:36:392, 8837251571528,   11.887,   49.000, 2800,  15.059, 178.111,  49.475,  13.604, 159.299,  44.250, 68,  0,   0.566,   6.991,   1.942,   0.000,   0.069,   0.019,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:36:502, 8837469430315,   11.997,   49.000, 2700,  15.404, 179.795,  49.943,  13.748, 160.802,  44.667, 67,  0,   0.576,   7.054,   1.959,   0.000,   0.069,   0.019,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:36:611, 8837687348870,   12.106,   50.000, 2700,  14.718, 181.405,  50.390,  13.159, 162.242,  45.067, 67,  0,   0.618,   7.122,   1.978,   0.023,   0.072,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:36:720, 8837905204504,   12.215,   50.000, 2700,  14.666, 183.009,  50.836,  13.140, 163.679,  45.466, 66,  0,   0.571,   7.184,   1.996,   0.000,   0.072,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:36:830, 8838123051195,   12.325,   50.000, 2700,  14.846, 184.633,  51.287,  13.113, 165.113,  45.865, 66,  0,   0.561,   7.246,   2.013,   0.000,   0.072,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:36:939, 8838340957994,   12.434,   50.000, 2800,  14.324, 186.200,  51.722,  12.818, 166.515,  46.254, 70,  0,   0.559,   7.307,   2.030,   0.000,   0.072,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:37:048, 8838558813230,   12.543,   50.000, 2800,  15.242, 187.867,  52.185,  13.570, 167.999,  46.666, 68,  0,   0.643,   7.377,   2.049,   0.000,   0.072,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:37:158, 8838776690809,   12.653,   50.000, 2800,  15.872, 189.603,  52.667,  14.321, 169.565,  47.101, 68,  0,   0.633,   7.446,   2.068,   0.024,   0.074,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:37:267, 8838994603242,   12.762,   50.000, 2700,  14.713, 191.212,  53.114,  13.182, 171.007,  47.502, 67,  0,   0.565,   7.508,   2.086,   0.000,   0.074,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:37:377, 8839212428094,   12.872,   50.000, 2700,  14.824, 192.833,  53.565,  13.184, 172.449,  47.902, 67,  0,   0.566,   7.570,   2.103,   0.000,   0.074,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
