System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:14:37:486, 8839430303351,   12.981,   50.000, 2700,  14.673, 194.438,  54.011,  13.161, 173.888,  48.302, 67,  0,   0.561,   7.631,   2.120,   0.000,   0.074,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:37:595, 8839648204810,   13.090,   50.000, 2700,  14.658, 196.041,  54.456,  13.142, 175.326,  48.702, 67,  0,   0.576,   7.694,   2.137,   0.000,   0.074,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:37:705, 8839866082673,   13.200,   50.000, 2800,  15.418, 197.728,  54.924,  13.735, 176.828,  49.119, 67,  0,   0.604,   7.760,   2.156,   0.022,   0.077,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:37:814, 8840083969254,   13.309,   50.000, 2700,  15.340, 199.406,  55.390,  13.820, 178.340,  49.539, 67,  0,   0.571,   7.823,   2.173,   0.000,   0.077,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:37:923, 8840301840920,   13.418,   49.000, 2700,  14.611, 201.004,  55.834,  12.964, 179.758,  49.933, 67,  0,   0.563,   7.884,   2.190,   0.000,   0.077,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:38:033, 8840519698447,   13.528,   51.000, 2700,  14.682, 202.609,  56.280,  13.157, 181.197,  50.332, 67,  0,   0.585,   7.948,   2.208,   0.000,   0.077,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:38:143, 8840738342213,   13.638,   50.000, 2700,  14.706, 204.224,  56.729,  13.122, 182.637,  50.733, 66,  0,   0.579,   8.012,   2.226,   0.000,   0.077,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:38:252, 8840956249419,   13.747,   49.000, 2800,  15.606, 205.931,  57.203,  14.076, 184.177,  51.160, 67,  0,   0.580,   8.075,   2.243,   0.020,   0.079,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:38:361, 8841174105155,   13.856,   50.000, 2700,  15.125, 207.585,  57.662,  13.591, 185.663,  51.573, 67,  0,   0.601,   8.141,   2.261,   0.003,   0.079,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:38:471, 8841391993318,   13.966,   50.000, 2700,  14.798, 209.203,  58.112,  13.156, 187.102,  51.973, 66,  0,   0.566,   8.203,   2.279,   0.000,   0.079,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:38:580, 8841609867079,   14.075,   50.000, 2700,  14.673, 210.808,  58.558,  13.155, 188.541,  52.373, 66,  0,   0.564,   8.265,   2.296,   0.000,   0.079,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:38:908, 8842263493739,   14.403,   50.000, 2800,  14.952, 215.714,  59.921,  13.374, 192.929,  53.591, 67,  0,   0.599,   8.461,   2.350,   0.007,   0.082,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:39:018, 8842481360471,   14.513,   50.000, 2800,  15.334, 217.392,  60.387,  13.680, 194.425,  54.007, 67,  0,   0.588,   8.525,   2.368,   0.000,   0.082,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:39:127, 8842699306400,   14.622,   50.000, 2700,  14.541, 218.982,  60.828,  13.026, 195.851,  54.403, 65,  0,   0.580,   8.589,   2.386,   0.000,   0.082,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:39:236, 8842917107400,   14.731,   50.000, 2800,  14.573, 220.576,  61.271,  12.920, 197.263,  54.795, 67,  0,   0.600,   8.654,   2.404,   0.000,   0.082,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:39:346, 8843135758767,   14.841,   50.000, 2800,  15.132, 222.237,  61.732,  13.667, 198.763,  55.212, 67,  0,   0.577,   8.718,   2.422,   0.000,   0.082,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:39:659, 8843758275620,   15.154,   49.000, 2700,  14.900, 226.893,  63.026,  13.290, 202.917,  56.366, 66,  0,   0.606,   8.907,   2.474,   0.009,   0.084,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:39:768, 8843976172422,   15.263,   50.000, 2800,  15.520, 228.591,  63.497,  13.970, 204.445,  56.790, 67,  0,   0.752,   8.989,   2.497,   0.000,   0.084,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:39:877, 8844194044855,   15.372,   50.000, 2700,  15.088, 230.241,  63.956,  13.406, 205.911,  57.198, 66,  0,   0.626,   9.058,   2.516,   0.000,   0.084,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:39:987, 8844412695261,   15.482,   50.000, 2700,  14.200, 231.800,  64.389,  12.687, 207.304,  57.584, 67,  0,   0.644,   9.128,   2.536,   0.023,   0.087,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:40:096, 8844630550348,   15.591,   50.000, 2800,  15.511, 233.496,  64.860,  13.855, 208.819,  58.005, 67,  0,   0.570,   9.191,   2.553,   0.000,   0.087,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:40:206, 8844848457525,   15.701,   45.000, 2800,  13.884, 235.015,  65.282,  12.228, 210.157,  58.377, 67,  0,   0.677,   9.265,   2.573,   0.095,   0.097,   0.027,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:14:40:206, 8844849208453,   15.701,   58.000, 2800,   0.000, 235.015,  65.282,  14.896, 210.162,  58.378, 67,  0,   0.000,   9.265,   2.573,   0.000,   0.097,   0.027,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000

Total Elapsed Time (sec) = 15.701217
Measured RDTSC Frequency (GHz) = 1.992

Cumulative Processor Energy_0 (Joules) = 235.014771
Cumulative Processor Energy_0 (mWh) = 65.281881
Average Processor Power_0 (Watt) = 14.967933

Cumulative IA Energy_0 (Joules) = 210.162170
Cumulative IA Energy_0 (mWh) = 58.378381
Average IA Power_0 (Watt) = 13.385088

Cumulative DRAM Energy_0 (Joules) = 9.264587
Cumulative DRAM Energy_0 (mWh) = 2.573497
Average DRAM Power_0 (Watt) = 0.590055

Cumulative GT Energy_0 (Joules) = 0.097168
Cumulative GT Energy_0 (mWh) = 0.026991
Average GT Power_0 (Watt) = 0.006189
