System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:12:57:849, 8640951909767,    3.850,   50.000, 2700,  14.296,  55.978,  15.549,  12.796,  49.878,  13.855, 65,  0,   0.594,   2.255,   0.626,   0.024,   0.033,   0.009,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:57:958, 8641169775707,    3.960,   36.000, 2700,  13.929,  57.501,  15.972,  12.283,  51.221,  14.228, 66,  0,   0.571,   2.317,   0.644,   0.000,   0.033,   0.009,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:58:364, 8641979056796,    4.366,  102.000, 2700,  14.696,  63.471,  17.631,  13.111,  56.548,  15.708, 65,  0,   0.573,   2.550,   0.708,   0.000,   0.033,   0.009,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:58:474, 8642196966326,    4.475,   50.000, 2700,  13.904,  64.992,  18.053,  12.358,  57.900,  16.083, 65,  0,   0.614,   2.617,   0.727,   0.021,   0.035,   0.010,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:58:583, 8642414783311,    4.585,   49.000, 2700,  14.388,  66.565,  18.490,  12.730,  59.292,  16.470, 65,  0,   0.564,   2.679,   0.744,   0.000,   0.035,   0.010,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:58:692, 8642632730555,    4.694,   57.000, 2700,  14.263,  68.126,  18.924,  12.708,  60.682,  16.856, 66,  0,   0.722,   2.758,   0.766,   0.000,   0.035,   0.010,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:58:802, 8642850540328,    4.804,   49.000, 2700,  13.782,  69.633,  19.342,  12.257,  62.022,  17.228, 66,  0,   0.557,   2.819,   0.783,   0.000,   0.035,   0.010,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:58:911, 8643068422862,    4.913,   49.000, 2800,  14.602,  71.230,  19.786,  12.960,  63.440,  17.622, 66,  0,   0.575,   2.882,   0.800,   0.000,   0.035,   0.010,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:59:020, 8643286350007,    5.022,   50.000, 2800,  14.538,  72.821,  20.228,  12.987,  64.861,  18.017, 66,  0,   0.635,   2.951,   0.820,   0.026,   0.038,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:59:130, 8643504179982,    5.132,   50.000, 2700,  15.020,  74.463,  20.684,  13.355,  66.321,  18.422, 65,  0,   0.599,   3.017,   0.838,   0.000,   0.038,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:59:239, 8643722061994,    5.241,   61.000, 2700,  14.535,  76.053,  21.126,  12.973,  67.740,  18.817, 67,  0,   0.687,   3.092,   0.859,   0.000,   0.038,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:59:349, 8643939948151,    5.350,   51.000, 2700,  13.660,  77.547,  21.541,  12.039,  69.057,  19.182, 65,  0,   0.638,   3.162,   0.878,   0.000,   0.038,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:59:458, 8644157792921,    5.460,   50.000, 2800,  14.495,  79.132,  21.981,  12.860,  70.463,  19.573, 65,  0,   0.574,   3.224,   0.896,   0.000,   0.038,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:59:567, 8644375669338,    5.569,   51.000, 2800,  15.060,  80.779,  22.439,  13.490,  71.939,  19.983, 66,  0,   0.665,   3.297,   0.916,   0.022,   0.040,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:59:677, 8644593565375,    5.679,   50.000, 2800,  14.484,  82.364,  22.879,  12.966,  73.357,  20.377, 67,  0,   0.574,   3.360,   0.933,   0.000,   0.040,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:59:786, 8644811420178,    5.788,   50.000, 2800,  15.038,  84.008,  23.336,  13.386,  74.821,  20.784, 66,  0,   0.589,   3.424,   0.951,   0.000,   0.040,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:12:59:895, 8645029325469,    5.897,   50.000, 2800,  14.874,  85.635,  23.788,  13.373,  76.284,  21.190, 66,  0,   0.565,   3.486,   0.968,   0.000,   0.040,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:00:114, 8645465063531,    6.116,   53.000, 2700,  15.043,  88.926,  24.702,  13.391,  79.213,  22.004, 66,  0,   0.752,   3.651,   1.014,   0.011,   0.043,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:00:224, 8645682955593,    6.225,   50.000, 2800,  15.268,  90.596,  25.166,  13.749,  80.717,  22.421, 68,  0,   0.624,   3.719,   1.033,   0.000,   0.043,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:00:333, 8645900814321,    6.335,   50.000, 2700,  15.282,  92.267,  25.630,  13.620,  82.206,  22.835, 66,  0,   0.569,   3.781,   1.050,   0.000,   0.043,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:00:442, 8646118672734,    6.444,   50.000, 2800,  13.883,  93.786,  26.052,  12.385,  83.561,  23.211, 67,  0,   0.571,   3.844,   1.068,   0.000,   0.043,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:00:552, 8646336564438,    6.554,   49.000, 2800,  15.236,  95.452,  26.514,  13.719,  85.062,  23.628, 67,  0,   0.556,   3.904,   1.085,   0.000,   0.043,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:00:661, 8646554441705,    6.663,   50.000, 2800,  15.596,  97.158,  26.988,  13.921,  86.584,  24.051, 67,  0,   0.621,   3.972,   1.103,   0.022,   0.045,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:00:771, 8646773073036,    6.773,   49.000, 2700,  15.063,  98.811,  27.448,  13.446,  88.060,  24.461, 66,  0,   0.554,   4.033,   1.120,   0.000,   0.045,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:00:880, 8646991034901,    6.882,   50.000, 2700,  14.172, 100.362,  27.878,  12.592,  89.438,  24.844, 68,  0,   0.652,   4.104,   1.140,   0.020,   0.047,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:00:990, 8647208859282,    6.991,   50.000, 2800,  15.353, 102.041,  28.345,  13.779,  90.945,  25.262, 67,  0,   0.579,   4.168,   1.158,   0.000,   0.047,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:01:099, 8647426713852,    7.101,   50.000, 2700,  15.347, 103.719,  28.811,  13.695,  92.442,  25.678, 67,  0,   0.575,   4.231,   1.175,   0.000,   0.047,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:01:208, 8647644576097,    7.210,   50.000, 2800,  13.765, 105.225,  29.229,  12.193,  93.776,  26.049, 66,  0,   0.654,   4.302,   1.195,   0.025,   0.050,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:01:318, 8647862456085,    7.320,   49.000, 2800,  15.120, 106.878,  29.688,  13.625,  95.266,  26.463, 67,  0,   0.552,   4.363,   1.212,   0.000,   0.050,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:01:427, 8648080333834,    7.429,   49.000, 2800,  14.854, 108.503,  30.140,  13.202,  96.710,  26.864, 67,  0,   0.563,   4.424,   1.229,   0.000,   0.050,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:01:536, 8648298240586,    7.538,   50.000, 2800,  14.652, 110.106,  30.585,  13.132,  98.147,  27.263, 67,  0,   0.555,   4.485,   1.246,   0.000,   0.050,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:01:646, 8648516084338,    7.648,   49.000, 2800,  15.661, 111.818,  31.061,  14.026,  99.680,  27.689, 67,  0,   0.561,   4.546,   1.263,   0.000,   0.050,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:01:755, 8648733970430,    7.757,   50.000, 2800,  15.172, 113.478,  31.522,  13.624, 101.171,  28.103, 67,  0,   0.602,   4.612,   1.281,   0.022,   0.052,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:01:865, 8648951882000,    7.866,   49.000, 2800,  14.720, 115.088,  31.969,  13.217, 102.616,  28.505, 67,  0,   0.555,   4.673,   1.298,   0.000,   0.052,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:01:974, 8649170492647,    7.976,   50.000, 2800,  14.836, 116.716,  32.421,  13.240, 104.069,  28.908, 67,  0,   0.573,   4.736,   1.315,   0.000,   0.052,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:02:084, 8649388438060,    8.086,   50.000, 2800,  15.499, 118.412,  32.892,  13.841, 105.584,  29.329, 67,  0,   0.572,   4.798,   1.333,   0.000,   0.052,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:02:193, 8649606305446,    8.195,   50.000, 2700,  15.030, 120.056,  33.349,  13.504, 107.061,  29.739, 66,  0,   0.606,   4.865,   1.351,   0.000,   0.052,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:02:302, 8649824139416,    8.304,   50.000, 2700,  14.178, 121.606,  33.780,  12.605, 108.439,  30.122, 66,  0,   0.636,   4.934,   1.371,   0.022,   0.055,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:02:412, 8650042035388,    8.414,   49.000, 2800,  15.500, 123.302,  34.251,  13.880, 109.957,  30.544, 66,  0,   0.579,   4.997,   1.388,   0.000,   0.055,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:02:521, 8650259905404,    8.523,   49.000, 2700,  14.573, 124.896,  34.693,  13.038, 111.383,  30.940, 66,  0,   0.571,   5.060,   1.406,   0.000,   0.055,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:02:631, 8650477763351,    8.632,   49.000, 2800,  15.018, 126.538,  35.149,  13.530, 112.863,  31.351, 67,  0,   0.569,   5.122,   1.423,   0.000,   0.055,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:02:740, 8650695666526,    8.742,   49.000, 2800,  15.262, 128.208,  35.613,  13.602, 114.351,  31.764, 67,  0,   0.575,   5.185,   1.440,   0.000,   0.055,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:02:849, 8650913573767,    8.851,   48.000, 2700,  14.858, 129.833,  36.065,  13.234, 115.799,  32.166, 65,  0,   0.796,   5.272,   1.464,   0.023,   0.057,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:02:959, 8651131446068,    8.961,   38.000, 2800,  12.494, 131.199,  36.444,  10.863, 116.987,  32.496, 67,  0,   0.559,   5.333,   1.481,   0.000,   0.057,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:03:068, 8651349319756,    9.070,   38.000, 2900,  13.250, 132.649,  36.847,  11.719, 118.269,  32.852, 67,  0,   0.598,   5.399,   1.500,   0.000,   0.057,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:03:178, 8651567975347,    9.180,   37.000, 3000,  13.568, 134.138,  37.261,  11.977, 119.583,  33.218, 68,  0,   0.554,   5.459,   1.516,   0.000,   0.057,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:03:287, 8651785886879,    9.289,   40.000, 3000,  14.827, 135.760,  37.711,  13.230, 121.031,  33.620, 70,  0,   0.649,   5.530,   1.536,   0.000,   0.057,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:03:397, 8652003688044,    9.398,   50.000, 2900,  17.615, 137.686,  38.246,  16.048, 122.785,  34.107, 69,  0,   0.611,   5.597,   1.555,   0.026,   0.060,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:03:506, 8652221540063,    9.508,   50.000, 2800,  16.301, 139.469,  38.741,  14.640, 124.386,  34.552, 68,  0,   0.567,   5.659,   1.572,   0.000,   0.060,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:03:615, 8652439414820,    9.617,   50.000, 2800,  14.963, 141.105,  39.196,  13.440, 125.856,  34.960, 67,  0,   0.566,   5.721,   1.589,   0.000,   0.060,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:03:725, 8652657328514,    9.727,   50.000, 2800,  15.944, 142.849,  39.680,  14.298, 127.420,  35.395, 69,  0,   0.574,   5.784,   1.607,   0.000,   0.060,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:03:834, 8652875170134,    9.836,   51.000, 2800,  16.050, 144.604,  40.168,  14.540, 129.010,  35.836, 67,  0,   0.589,   5.848,   1.625,   0.000,   0.060,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:03:943, 8653093082911,    9.945,   50.000, 2800,  14.606, 146.202,  40.612,  12.949, 130.427,  36.230, 68,  0,   0.607,   5.915,   1.643,   0.024,   0.063,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:04:053, 8653310947884,   10.055,   50.000, 2700,  15.227, 147.868,  41.074,  13.570, 131.911,  36.642, 67,  0,   0.628,   5.983,   1.662,   0.000,   0.063,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:04:162, 8653528805638,   10.164,   50.000, 2700,  14.813, 149.488,  41.524,  13.292, 133.365,  37.046, 67,  0,   0.571,   6.046,   1.679,   0.000,   0.063,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:04:272, 8653746736753,   10.273,   51.000, 2800,  14.800, 151.107,  41.974,  13.280, 134.818,  37.449, 67,  0,   0.623,   6.114,   1.698,   0.000,   0.063,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:04:381, 8653964573967,   10.383,   49.000, 2800,  15.067, 152.754,  42.432,  13.395, 136.282,  37.856, 68,  0,   0.575,   6.177,   1.716,   0.000,   0.063,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:04:490, 8654182434612,   10.492,   50.000, 2700,  15.141, 154.410,  42.892,  13.629, 137.773,  38.270, 67,  0,   0.559,   6.238,   1.733,   0.000,   0.063,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:04:600, 8654400314685,   10.602,   50.000, 2700,  14.662, 156.014,  43.337,  12.973, 139.192,  38.664, 67,  0,   0.624,   6.306,   1.752,   0.024,   0.065,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:04:709, 8654618228560,   10.711,   49.000, 2700,  14.833, 157.637,  43.788,  13.314, 140.648,  39.069, 67,  0,   0.561,   6.368,   1.769,   0.000,   0.065,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:04:818, 8654836059531,   10.820,   41.000, 2800,  14.754, 159.250,  44.236,  13.246, 142.097,  39.471, 68,  0,   0.562,   6.429,   1.786,   0.000,   0.065,   0.018,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:05:334, 8655863981483,   11.336,   88.000, 2800,  14.919, 166.949,  46.375,  13.332, 148.977,  41.382, 68,  0,   0.574,   6.725,   1.868,   0.005,   0.068,   0.019,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:05:444, 8656081877907,   11.446,   49.000, 2700,  15.699, 168.666,  46.852,  14.029, 150.511,  41.809, 67,  0,   0.586,   6.790,   1.886,   0.000,   0.068,   0.019,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:05:553, 8656299765983,   11.555,   50.000, 2800,  14.052, 170.203,  47.279,  12.557, 151.885,  42.190, 67,  0,   0.555,   6.850,   1.903,   0.000,   0.068,   0.019,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:05:663, 8656517603022,   11.664,   50.000, 2700,  15.719, 171.922,  47.756,  14.150, 153.432,  42.620, 67,  0,   0.593,   6.915,   1.921,   0.023,   0.070,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:05:772, 8656735500296,   11.774,   49.000, 2700,  14.233, 173.479,  48.189,  12.591, 154.809,  43.003, 67,  0,   0.555,   6.976,   1.938,   0.000,   0.070,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:05:991, 8657171231582,   11.993,   50.000, 2800,  15.271, 176.819,  49.116,  13.686, 157.803,  43.834, 67,  0,   0.570,   7.101,   1.972,   0.000,   0.070,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:06:100, 8657389132312,   12.102,   50.000, 2700,  14.974, 178.457,  49.571,  13.464, 159.276,  44.243, 66,  0,   0.559,   7.162,   1.989,   0.000,   0.070,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:06:209, 8657607054685,   12.211,   50.000, 2700,  14.372, 180.029,  50.008,  12.819, 160.678,  44.633, 66,  0,   0.625,   7.230,   2.008,   0.022,   0.073,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:06:319, 8657824849118,   12.321,   50.000, 2800,  14.934, 181.662,  50.462,  13.288, 162.131,  45.036, 67,  0,   0.565,   7.292,   2.026,   0.000,   0.073,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:06:428, 8658042778060,   12.430,   50.000, 2800,  14.882, 183.290,  50.914,  13.376, 163.594,  45.443, 67,  0,   0.572,   7.354,   2.043,   0.000,   0.073,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:06:538, 8658260599046,   12.539,   49.000, 2800,  15.479, 184.983,  51.384,  13.970, 165.122,  45.867, 67,  0,   0.560,   7.416,   2.060,   0.000,   0.073,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:06:647, 8658478485301,   12.649,   50.000, 2700,  14.986, 186.622,  51.839,  13.326, 166.580,  46.272, 66,  0,   0.573,   7.478,   2.077,   0.000,   0.073,   0.020,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:06:757, 8658697211418,   12.759,   50.000, 2700,  14.502, 188.214,  52.282,  12.868, 167.993,  46.665, 66,  0,   0.628,   7.547,   2.096,   0.021,   0.075,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:06:866, 8658915033510,   12.868,   50.000, 2800,  14.988, 189.853,  52.737,  13.465, 169.465,  47.074, 67,  0,   0.574,   7.610,   2.114,   0.000,   0.075,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:06:975, 8659132897908,   12.977,   50.000, 2700,  15.369, 191.534,  53.204,  13.855, 170.980,  47.495, 67,  0,   0.582,   7.674,   2.132,   0.000,   0.075,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
