System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:11:36:939, 8479779035453,   12.830,   50.000, 2600,  13.205, 170.109,  47.252,  11.661, 149.872,  41.631, 64,  0,   0.567,   7.528,   2.091,   0.000,   0.078,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:37:048, 8479996870516,   12.939,   51.000, 2600,  13.505, 171.586,  47.663,  11.849, 151.168,  41.991, 64,  0,   0.616,   7.596,   2.110,   0.000,   0.078,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:37:157, 8480214749273,   13.048,   50.000, 2600,  13.543, 173.067,  48.074,  11.983, 152.479,  42.355, 64,  0,   0.632,   7.665,   2.129,   0.023,   0.080,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:37:267, 8480432681807,   13.158,   51.000, 2600,  13.152, 174.506,  48.474,  11.533, 153.740,  42.706, 64,  0,   0.650,   7.736,   2.149,   0.000,   0.080,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:37:376, 8480650504514,   13.267,   50.000, 2600,  13.136, 175.942,  48.873,  11.488, 154.997,  43.055, 64,  0,   0.578,   7.799,   2.166,   0.000,   0.080,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:37:486, 8480868366720,   13.376,   49.000, 2600,  13.580, 177.427,  49.285,  12.062, 156.316,  43.421, 64,  0,   0.561,   7.860,   2.183,   0.000,   0.080,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:37:595, 8481086329978,   13.486,   50.000, 2600,  13.654, 178.921,  49.700,  12.017, 157.631,  43.786, 63,  0,   0.572,   7.923,   2.201,   0.000,   0.080,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:37:704, 8481304151052,   13.595,   50.000, 2600,  13.810, 180.431,  50.120,  12.148, 158.959,  44.155, 64,  0,   0.640,   7.993,   2.220,   0.024,   0.083,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:37:814, 8481522031382,   13.705,   50.000, 2600,  13.573, 181.916,  50.532,  12.061, 160.278,  44.522, 64,  0,   0.598,   8.058,   2.238,   0.000,   0.083,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:37:923, 8481739904485,   13.814,   43.000, 2600,  13.219, 183.362,  50.934,  11.570, 161.544,  44.873, 64,  0,   0.566,   8.120,   2.256,   0.000,   0.083,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:38:361, 8482611383090,   14.251,   76.000, 2600,  13.834, 189.414,  52.615,  12.278, 166.915,  46.365, 64,  0,   0.590,   8.378,   2.327,   0.006,   0.085,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:38:470, 8482829299889,   14.361,   50.000, 2600,  13.572, 190.899,  53.027,  11.843, 168.211,  46.725, 63,  0,   0.575,   8.441,   2.345,   0.000,   0.085,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:38:814, 8483514026819,   14.705,   50.000, 2700,  12.571, 195.220,  54.228,  10.997, 171.991,  47.775, 64,  0,   0.588,   8.643,   2.401,   0.007,   0.088,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:38:924, 8483732711341,   14.814,   50.000, 2600,  13.809, 196.736,  54.649,  12.213, 173.331,  48.148, 64,  0,   0.578,   8.707,   2.419,   0.000,   0.088,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:39:033, 8483950596582,   14.924,   50.000, 2600,  12.724, 198.128,  55.035,  11.181, 174.554,  48.487, 62,  0,   0.589,   8.771,   2.436,   0.000,   0.088,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:39:142, 8484168408227,   15.033,   50.000, 2700,  13.344, 199.587,  55.441,  11.729, 175.837,  48.844, 63,  0,   0.593,   8.836,   2.454,   0.000,   0.088,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:39:455, 8484790966341,   15.346,   43.000, 2700,  13.288, 203.739,  56.594,  11.702, 179.494,  49.859, 64,  0,   0.666,   9.044,   2.512,   0.008,   0.090,   0.025,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:39:564, 8485008843778,   15.455,   37.000, 2700,  11.525, 205.000,  56.944,   9.898, 180.577,  50.160, 64,  0,   0.566,   9.106,   2.529,   0.000,   0.090,   0.025,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:39:674, 8485226724248,   15.564,   37.000, 2800,  11.751, 206.285,  57.301,  10.225, 181.695,  50.471, 64,  0,   0.562,   9.167,   2.547,   0.000,   0.090,   0.025,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:39:783, 8485444567018,   15.674,   37.000, 2900,  12.261, 207.626,  57.674,  10.739, 182.870,  50.797, 65,  0,   0.578,   9.231,   2.564,   0.000,   0.090,   0.025,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:39:892, 8485662497124,   15.783,   37.000, 2900,  12.958, 209.044,  58.068,  11.299, 184.106,  51.140, 65,  0,   0.610,   9.297,   2.583,   0.021,   0.093,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:40:002, 8485880346517,   15.892,   38.000, 2900,  12.725, 210.435,  58.454,  11.184, 185.329,  51.480, 65,  0,   0.614,   9.365,   2.601,   0.000,   0.093,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:40:111, 8486098254780,   16.002,   37.000, 3000,  12.658, 211.820,  58.839,  11.021, 186.534,  51.815, 65,  0,   0.569,   9.427,   2.619,   0.000,   0.093,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:40:220, 8486316101511,   16.111,   37.000, 3000,  13.562, 213.303,  59.251,  12.048, 187.852,  52.181, 67,  0,   0.565,   9.489,   2.636,   0.000,   0.093,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:40:330, 8486533986261,   16.221,   37.000, 3000,  13.631, 214.794,  59.665,  12.117, 189.177,  52.549, 67,  0,   0.567,   9.551,   2.653,   0.000,   0.093,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:40:439, 8486751868723,   16.330,   37.000, 3000,  13.887, 216.313,  60.087,  12.229, 190.515,  52.921, 67,  0,   0.628,   9.619,   2.672,   0.000,   0.093,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:40:549, 8486969679220,   16.439,   37.000, 3000,  13.505, 217.790,  60.497,  11.937, 191.820,  53.283, 68,  0,   0.641,   9.689,   2.691,   0.022,   0.095,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:40:658, 8487188343401,   16.549,   37.000, 3000,  13.646, 219.288,  60.913,  12.050, 193.143,  53.651, 67,  0,   0.572,   9.752,   2.709,   0.000,   0.095,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:40:768, 8487406204867,   16.658,   37.000, 3000,  13.536, 220.768,  61.325,  11.951, 194.450,  54.014, 67,  0,   0.585,   9.816,   2.727,   0.000,   0.095,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:40:877, 8487624155700,   16.768,   37.000, 3000,  13.839, 222.282,  61.745,  12.180, 195.783,  54.384, 67,  0,   0.600,   9.882,   2.745,   0.000,   0.095,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:40:986, 8487842033927,   16.877,   38.000, 2900,  12.870, 223.690,  62.136,  11.337, 197.023,  54.728, 66,  0,   0.635,   9.951,   2.764,   0.000,   0.095,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:41:096, 8488059895222,   16.987,   37.000, 3000,  13.131, 225.126,  62.535,  11.562, 198.287,  55.080, 67,  0,   0.640,  10.021,   2.784,   0.022,   0.097,   0.027,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:41:205, 8488277775010,   17.096,   37.000, 3000,  13.753, 226.631,  62.953,  12.126, 199.613,  55.448, 67,  0,   0.572,  10.084,   2.801,   0.000,   0.097,   0.027,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:41:315, 8488496462477,   17.206,   28.000, 3000,  12.888, 228.045,  63.346,  11.257, 200.849,  55.791, 67,  0,   0.645,  10.155,   2.821,   0.075,   0.106,   0.029,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:41:549, 8488963340384,   17.440,  267.000, 3200,  11.159, 230.661,  64.072,   9.550, 203.087,  56.413, 68,  0,   0.587,  10.292,   2.859,   0.022,   0.111,   0.031,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000

Total Elapsed Time (sec) = 17.440164
Measured RDTSC Frequency (GHz) = 1.992

Cumulative Processor Energy_0 (Joules) = 230.660706
Cumulative Processor Energy_0 (mWh) = 64.072418
Average Processor Power_0 (Watt) = 13.225833

Cumulative IA Energy_0 (Joules) = 203.087402
Cumulative IA Energy_0 (mWh) = 56.413167
Average IA Power_0 (Watt) = 11.644810

Cumulative DRAM Energy_0 (Joules) = 10.292297
Cumulative DRAM Energy_0 (mWh) = 2.858971
Average DRAM Power_0 (Watt) = 0.590149

Cumulative GT Energy_0 (Joules) = 0.110840
Cumulative GT Energy_0 (mWh) = 0.030789
Average GT Power_0 (Watt) = 0.006355
