System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
11:53:49:782, 17423054959807,   19.840,   25.000, 3300,  17.907, 362.794, 100.776,  16.375, 331.794,  92.165, 51,  0,   0.723,  16.550,   4.597,   0.022,   0.662,   0.184, 115.000, 130.000,   0.000,  65.000,  81.250,    0,   0.000
11:53:49:902, 17423437943087,   19.960,   26.000, 3300,  17.806, 364.931, 101.370,  16.240, 333.743,  92.706, 50,  0,   0.889,  16.656,   4.627,   0.027,   0.665,   0.185, 115.000, 130.000,   0.000,  65.000,  81.250,    1,   0.000
11:53:50:022, 17423820755995,   20.080,   25.000, 3300,  17.662, 367.049, 101.958,  16.222, 335.688,  93.247, 50,  0,   0.779,  16.750,   4.653,   0.067,   0.673,   0.187, 115.000, 130.000,   0.000,  65.000,  81.250,    3,   0.090
11:53:50:142, 17424203379826,   20.200,   25.000, 3400,  17.688, 369.169, 102.547,  16.090, 337.617,  93.783, 50,  0,   0.838,  16.850,   4.681,   0.050,   0.679,   0.189, 115.000, 130.000,   0.000,  65.000,  81.250,   11,   0.000
11:53:50:262, 17424586230813,   20.320,   25.000, 3300,  17.881, 371.314, 103.143,  16.354, 339.579,  94.327, 50,  0,   0.747,  16.940,   4.706,   0.014,   0.681,   0.189, 115.000, 130.000,   0.000,  65.000,  81.250,    1,   0.000
11:53:50:381, 17424969178001,   20.440,   25.000, 3300,  18.006, 373.474, 103.743,  16.472, 341.555,  94.876, 53,  0,   0.716,  17.026,   4.729,   0.025,   0.684,   0.190, 115.000, 130.000,   0.000,  65.000,  81.250,    1,   0.000
11:53:50:501, 17425351914157,   20.560,   25.000, 3300,  17.610, 375.586, 104.329,  16.045, 343.479,  95.411, 54,  0,   0.797,  17.121,   4.756,   0.027,   0.687,   0.191, 115.000, 130.000,   0.000,  65.000,  81.250,    1,   0.000
11:53:50:631, 17425766774741,   20.690,   10.000, 3200,  11.437, 377.072, 104.742,   9.698, 344.739,  95.761, 49,  0,   0.649,  17.206,   4.779,   0.140,   0.706,   0.196, 115.000, 130.000,   0.000,  65.000,  81.250,    4,   0.101
11:53:50:631, 17425774908536,   20.693,   21.000, 3200,  15.952, 377.113, 104.754,  13.006, 344.772,  95.770, 49,  0,   0.671,  17.208,   4.780,   1.246,   0.709,   0.197, 115.000, 130.000,   0.000,  65.000,  81.250,  145,   0.000

Total Elapsed Time (sec) = 20.692609
Measured RDTSC Frequency (GHz) = 3.192

Cumulative Processor Energy_0 (Joules) = 377.112610
Cumulative Processor Energy_0 (mWh) = 104.753503
Average Processor Power_0 (Watt) = 18.224507

Cumulative IA Energy_0 (Joules) = 344.772278
Cumulative IA Energy_0 (mWh) = 95.770077
Average IA Power_0 (Watt) = 16.661614

Cumulative DRAM Energy_0 (Joules) = 17.207520
Cumulative DRAM Energy_0 (mWh) = 4.779867
Average DRAM Power_0 (Watt) = 0.831578

Cumulative GT Energy_0 (Joules) = 0.708740
Cumulative GT Energy_0 (mWh) = 0.196872
Average GT Power_0 (Watt) = 0.034251
