System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:19:05:580, 9373476687591,   16.849,   50.000, 2600,  13.184, 223.896,  62.193,  11.674, 197.204,  54.779, 64,  0,   0.557,  10.034,   2.787,   0.000,   0.092,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:19:05:690, 9373694618977,   16.959,   50.000, 2600,  13.637, 225.387,  62.608,  12.090, 198.527,  55.146, 64,  0,   0.610,  10.101,   2.806,   0.025,   0.095,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:19:05:799, 9373912434154,   17.068,   49.000, 2600,  13.226, 226.834,  63.009,  11.582, 199.793,  55.498, 63,  0,   0.565,  10.163,   2.823,   0.000,   0.095,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:19:05:909, 9374130345127,   17.178,   49.000, 2600,  13.607, 228.322,  63.423,  12.095, 201.116,  55.866, 64,  0,   0.556,  10.223,   2.840,   0.000,   0.095,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:19:06:018, 9374348984236,   17.287,   50.000, 2600,  13.284, 229.780,  63.828,  11.690, 202.399,  56.222, 64,  0,   0.559,  10.285,   2.857,   0.000,   0.095,   0.026,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:19:06:128, 9374566864584,   17.397,   41.000, 2600,  12.116, 231.105,  64.196,  10.422, 203.539,  56.539, 64,  0,   0.682,  10.359,   2.878,   0.117,   0.108,   0.030,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:19:06:128, 9374567788246,   17.397,   52.000, 2600,  25.273, 231.117,  64.199,  10.399, 203.544,  56.540, 64,  0,   1.316,  10.360,   2.878,   0.000,   0.108,   0.030,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000

Total Elapsed Time (sec) = 17.397162
Measured RDTSC Frequency (GHz) = 1.992

Cumulative Processor Energy_0 (Joules) = 231.117126
Cumulative Processor Energy_0 (mWh) = 64.199202
Average Processor Power_0 (Watt) = 13.284760

Cumulative IA Energy_0 (Joules) = 203.543884
Cumulative IA Energy_0 (mWh) = 56.539968
Average IA Power_0 (Watt) = 11.699833

Cumulative DRAM Energy_0 (Joules) = 10.359985
Cumulative DRAM Energy_0 (mWh) = 2.877774
Average DRAM Power_0 (Watt) = 0.595499

Cumulative GT Energy_0 (Joules) = 0.107727
Cumulative GT Energy_0 (mWh) = 0.029924
Average GT Power_0 (Watt) = 0.006192
